NO,GAP,TIME,RACE,TIRE,LAP,STINT_LAP
5,0,1:26.877,hungary2015,Soft,22.0,1.0
7,6.117 ,1:47.080,hungary2015,Soft,22.0,0.0
28,1 LAP ,1:34.310,hungary2015,Soft,21.0,21.0
6,12.120 ,1:27.970,hungary2015,Medium,22.0,2.0
98,1 LAP ,1:31.883,hungary2015,Soft,21.0,15.0
3,28.918 ,1:28.345,hungary2015,Medium,22.0,1.0
44,29.667 ,1:28.448,hungary2015,Soft,22.0,3.0
77,36.662 ,1:29.040,hungary2015,Soft,22.0,9.0
27,39.141 ,1:29.888,hungary2015,Soft,22.0,7.0
26,42.598 ,1:29.748,hungary2015,Medium,22.0,9.0
33,47.074 ,1:29.356,hungary2015,Soft,22.0,8.0
14,51.389 ,1:29.358,hungary2015,Soft,22.0,7.0
55,53.300 ,1:29.014,hungary2015,Soft,22.0,7.0
13,55.598 ,1:31.621,hungary2015,Medium,22.0,22.0
22,55.969 ,1:30.446,hungary2015,Soft,22.0,8.0
8,57.515 ,1:30.265,hungary2015,Soft,22.0,8.0
11,58.987 ,1:29.903,hungary2015,Soft,22.0,6.0
19,62.187 ,1:30.110,hungary2015,Medium,22.0,8.0
9,63.119 ,1:30.287,hungary2015,Soft,22.0,6.0
12,63.717 ,1:30.346,hungary2015,Soft,22.0,8.0
5,0,1:27.386,hungary2015,Soft,23.0,2.0
7,5.685 ,1:26.954,hungary2015,Soft,23.0,1.0
6,13.929 ,1:29.195,hungary2015,Medium,23.0,3.0
28,1 LAP ,1:33.956,hungary2015,Soft,22.0,22.0
98,1 LAP ,1:31.723,hungary2015,Soft,22.0,16.0
3,29.910 ,1:28.378,hungary2015,Medium,23.0,2.0
44,31.511 ,1:29.230,hungary2015,Soft,23.0,4.0
77,38.333 ,1:29.057,hungary2015,Soft,23.0,10.0
27,40.671 ,1:28.916,hungary2015,Soft,23.0,8.0
26,44.762 ,1:29.550,hungary2015,Medium,23.0,10.0
33,48.568 ,1:28.880,hungary2015,Soft,23.0,9.0
14,53.222 ,1:29.219,hungary2015,Soft,23.0,8.0
55,54.812 ,1:28.898,hungary2015,Soft,23.0,8.0
22,58.091 ,1:29.508,hungary2015,Soft,23.0,9.0
8,60.498 ,1:30.369,hungary2015,Soft,23.0,9.0
11,61.512 ,1:29.911,hungary2015,Soft,23.0,7.0
13,PIT  ,1:34.876,hungary2015,Medium,23.0,23.0
19,64.683 ,1:29.882,hungary2015,Medium,23.0,9.0
9,65.551 ,1:29.818,hungary2015,Soft,23.0,7.0
12,66.385 ,1:30.054,hungary2015,Soft,23.0,9.0
5,0,1:27.367,hungary2015,Soft,24.0,3.0
7,5.925 ,1:27.607,hungary2015,Soft,24.0,2.0
6,15.617 ,1:29.055,hungary2015,Medium,24.0,4.0
28,1 LAP ,1:32.594,hungary2015,Soft,23.0,23.0
3,31.639 ,1:29.096,hungary2015,Medium,24.0,3.0
44,32.591 ,1:28.447,hungary2015,Soft,24.0,5.0
98,1 LAP ,1:33.841,hungary2015,Soft,23.0,17.0
77,40.111 ,1:29.145,hungary2015,Soft,24.0,11.0
27,42.495 ,1:29.191,hungary2015,Soft,24.0,9.0
26,47.053 ,1:29.658,hungary2015,Medium,24.0,11.0
33,50.338 ,1:29.137,hungary2015,Soft,24.0,10.0
14,55.195 ,1:29.340,hungary2015,Soft,24.0,9.0
55,56.418 ,1:28.973,hungary2015,Soft,24.0,9.0
22,60.334 ,1:29.610,hungary2015,Soft,24.0,10.0
8,62.083 ,1:28.952,hungary2015,Soft,24.0,10.0
11,64.339 ,1:30.194,hungary2015,Soft,24.0,8.0
19,67.561 ,1:30.245,hungary2015,Medium,24.0,10.0
9,68.256 ,1:30.072,hungary2015,Soft,24.0,8.0
12,69.109 ,1:30.091,hungary2015,Soft,24.0,10.0
13,PIT  ,1:47.001,hungary2015,Medium,24.0,24.0
5,0,1:27.505,hungary2015,Soft,25.0,4.0
7,6.347 ,1:27.927,hungary2015,Soft,25.0,3.0
6,16.184 ,1:28.072,hungary2015,Medium,25.0,5.0
28,1 LAP ,1:32.349,hungary2015,Soft,24.0,24.0
3,32.541 ,1:28.407,hungary2015,Medium,25.0,4.0
44,33.349 ,1:28.263,hungary2015,Soft,25.0,6.0
98,1 LAP ,1:32.169,hungary2015,Soft,24.0,18.0
77,41.933 ,1:29.327,hungary2015,Soft,25.0,12.0
27,44.461 ,1:29.471,hungary2015,Soft,25.0,10.0
26,49.984 ,1:30.436,hungary2015,Medium,25.0,12.0
33,52.146 ,1:29.313,hungary2015,Soft,25.0,11.0
14,57.144 ,1:29.454,hungary2015,Soft,25.0,10.0
55,58.345 ,1:29.432,hungary2015,Soft,25.0,10.0
22,62.480 ,1:29.651,hungary2015,Soft,25.0,11.0
8,64.259 ,1:29.681,hungary2015,Soft,25.0,11.0
11,66.778 ,1:29.944,hungary2015,Soft,25.0,9.0
19,70.620 ,1:30.564,hungary2015,Medium,25.0,11.0
9,71.096 ,1:30.345,hungary2015,Soft,25.0,9.0
12,71.757 ,1:30.153,hungary2015,Soft,25.0,11.0
5,0,1:27.548,hungary2015,Soft,26.0,5.0
7,6.921 ,1:28.122,hungary2015,Soft,26.0,4.0
13,1 LAP ,1:47.759,hungary2015,Soft,25.0,0.0
6,17.675 ,1:29.039,hungary2015,Medium,26.0,6.0
3,33.412 ,1:28.419,hungary2015,Medium,26.0,5.0
44,34.122 ,1:28.321,hungary2015,Soft,26.0,7.0
28,PIT  ,1:36.144,hungary2015,Soft,25.0,25.0
98,1 LAP ,1:32.147,hungary2015,Soft,25.0,19.0
77,44.005 ,1:29.620,hungary2015,Soft,26.0,13.0
27,46.497 ,1:29.584,hungary2015,Soft,26.0,11.0
26,52.479 ,1:30.043,hungary2015,Medium,26.0,13.0
33,53.836 ,1:29.238,hungary2015,Soft,26.0,12.0
14,59.035 ,1:29.439,hungary2015,Soft,26.0,11.0
55,60.119 ,1:29.322,hungary2015,Soft,26.0,11.0
22,64.457 ,1:29.525,hungary2015,Soft,26.0,12.0
8,66.361 ,1:29.650,hungary2015,Soft,26.0,12.0
11,69.612 ,1:30.382,hungary2015,Soft,26.0,10.0
9,73.132 ,1:29.584,hungary2015,Soft,26.0,10.0
19,74.823 ,1:31.751,hungary2015,Medium,26.0,12.0
12,75.177 ,1:30.968,hungary2015,Soft,26.0,12.0
5,0,1:28.011,hungary2015,Soft,27.0,6.0
7,7.207 ,1:28.297,hungary2015,Soft,27.0,5.0
13,1 LAP ,1:28.092,hungary2015,Soft,26.0,1.0
6,18.225 ,1:28.561,hungary2015,Medium,27.0,7.0
3,34.133 ,1:28.732,hungary2015,Medium,27.0,6.0
44,34.523 ,1:28.412,hungary2015,Soft,27.0,8.0
77,45.314 ,1:29.320,hungary2015,Soft,27.0,14.0
27,48.218 ,1:29.732,hungary2015,Soft,27.0,12.0
98,1 LAP ,1:34.057,hungary2015,Soft,26.0,20.0
26,53.909 ,1:29.441,hungary2015,Medium,27.0,14.0
33,55.067 ,1:29.242,hungary2015,Soft,27.0,13.0
28,1 LAP ,1:52.137,hungary2015,Soft,26.0,0.0
14,60.293 ,1:29.269,hungary2015,Soft,27.0,12.0
55,61.371 ,1:29.263,hungary2015,Soft,27.0,12.0
22,65.749 ,1:29.303,hungary2015,Soft,27.0,13.0
8,67.979 ,1:29.629,hungary2015,Soft,27.0,13.0
11,71.496 ,1:29.895,hungary2015,Soft,27.0,11.0
9,74.994 ,1:29.873,hungary2015,Soft,27.0,11.0
12,76.784 ,1:29.618,hungary2015,Soft,27.0,13.0
19,78.520 ,1:31.708,hungary2015,Medium,27.0,13.0
5,0,1:27.653,hungary2015,Soft,28.0,7.0
7,7.325 ,1:27.771,hungary2015,Soft,28.0,6.0
13,1 LAP ,1:27.989,hungary2015,Soft,27.0,2.0
6,18.911 ,1:28.339,hungary2015,Medium,28.0,8.0
44,34.320 ,1:27.450,hungary2015,Soft,28.0,9.0
3,36.172 ,1:29.692,hungary2015,Medium,28.0,7.0
77,46.588 ,1:28.927,hungary2015,Soft,28.0,15.0
27,49.847 ,1:29.282,hungary2015,Soft,28.0,13.0
98,1 LAP ,1:32.252,hungary2015,Soft,27.0,21.0
26,56.009 ,1:29.753,hungary2015,Medium,28.0,15.0
33,56.841 ,1:29.427,hungary2015,Soft,28.0,14.0
28,1 LAP ,1:31.005,hungary2015,Soft,27.0,1.0
14,62.643 ,1:30.003,hungary2015,Soft,28.0,13.0
55,63.771 ,1:30.053,hungary2015,Soft,28.0,13.0
22,67.307 ,1:29.211,hungary2015,Soft,28.0,14.0
8,69.540 ,1:29.214,hungary2015,Soft,28.0,14.0
11,74.360 ,1:30.517,hungary2015,Soft,28.0,12.0
9,77.249 ,1:29.908,hungary2015,Soft,28.0,12.0
12,78.866 ,1:29.735,hungary2015,Soft,28.0,14.0
19,PIT  ,1:33.361,hungary2015,Medium,28.0,14.0
5,0,1:27.822,hungary2015,Soft,29.0,8.0
7,7.427 ,1:27.924,hungary2015,Soft,29.0,7.0
13,1 LAP ,1:28.175,hungary2015,Soft,28.0,3.0
6,19.301 ,1:28.212,hungary2015,Medium,29.0,9.0
44,33.530 ,1:27.032,hungary2015,Soft,29.0,10.0
3,37.046 ,1:28.696,hungary2015,Medium,29.0,8.0
77,48.039 ,1:29.273,hungary2015,Soft,29.0,16.0
27,51.072 ,1:29.047,hungary2015,Soft,29.0,14.0
26,57.932 ,1:29.745,hungary2015,Medium,29.0,16.0
33,59.021 ,1:30.002,hungary2015,Soft,29.0,15.0
98,1 LAP ,1:33.957,hungary2015,Soft,28.0,22.0
14,64.038 ,1:29.217,hungary2015,Soft,29.0,14.0
55,66.023 ,1:30.074,hungary2015,Soft,29.0,14.0
28,1 LAP ,1:33.716,hungary2015,Soft,28.0,2.0
22,69.184 ,1:29.699,hungary2015,Soft,29.0,15.0
8,71.167 ,1:29.449,hungary2015,Soft,29.0,15.0
9,79.632 ,1:30.205,hungary2015,Soft,29.0,13.0
12,80.797 ,1:29.753,hungary2015,Soft,29.0,15.0
11,PIT  ,1:34.463,hungary2015,Soft,29.0,13.0
5,0,1:28.239,hungary2015,Soft,30.0,9.0
7,7.093 ,1:27.905,hungary2015,Soft,30.0,8.0
19,1 LAP ,1:47.240,hungary2015,Soft,29.0,0.0
13,1 LAP ,1:28.623,hungary2015,Soft,29.0,4.0
6,19.598 ,1:28.536,hungary2015,Medium,30.0,10.0
44,32.594 ,1:27.303,hungary2015,Soft,30.0,11.0
3,37.731 ,1:28.924,hungary2015,Medium,30.0,9.0
77,49.108 ,1:29.308,hungary2015,Soft,30.0,17.0
27,52.146 ,1:29.313,hungary2015,Soft,30.0,15.0
26,59.045 ,1:29.352,hungary2015,Medium,30.0,17.0
33,60.290 ,1:29.508,hungary2015,Soft,30.0,16.0
14,65.259 ,1:29.460,hungary2015,Soft,30.0,15.0
98,PIT  ,1:35.136,hungary2015,Soft,29.0,23.0
55,67.412 ,1:29.628,hungary2015,Soft,30.0,15.0
22,70.832 ,1:29.887,hungary2015,Soft,30.0,16.0
8,72.708 ,1:29.780,hungary2015,Soft,30.0,16.0
28,1 LAP ,1:33.936,hungary2015,Soft,29.0,3.0
9,81.506 ,1:30.113,hungary2015,Soft,30.0,14.0
12,83.132 ,1:30.574,hungary2015,Soft,30.0,16.0
5,0,1:27.775,hungary2015,Soft,31.0,10.0
7,7.290 ,1:27.972,hungary2015,Soft,31.0,9.0
11,1 LAP ,1:48.526,hungary2015,Medium,30.0,0.0
19,1 LAP ,1:28.757,hungary2015,Soft,30.0,1.0
13,1 LAP ,1:28.646,hungary2015,Soft,30.0,5.0
6,20.277 ,1:28.454,hungary2015,Medium,31.0,11.0
44,31.766 ,1:26.947,hungary2015,Soft,31.0,12.0
3,38.384 ,1:28.428,hungary2015,Medium,31.0,10.0
77,50.445 ,1:29.112,hungary2015,Soft,31.0,18.0
27,53.556 ,1:29.185,hungary2015,Soft,31.0,16.0
26,60.576 ,1:29.306,hungary2015,Medium,31.0,18.0
33,62.100 ,1:29.585,hungary2015,Soft,31.0,17.0
14,66.527 ,1:29.043,hungary2015,Soft,31.0,16.0
55,68.929 ,1:29.292,hungary2015,Soft,31.0,16.0
22,72.657 ,1:29.600,hungary2015,Soft,31.0,17.0
8,74.077 ,1:29.144,hungary2015,Soft,31.0,17.0
28,1 LAP ,1:32.129,hungary2015,Soft,30.0,4.0
9,83.369 ,1:29.638,hungary2015,Soft,31.0,15.0
5,0,1:27.743,hungary2015,Soft,32.0,11.0
12,PIT  ,1:32.743,hungary2015,Soft,31.0,17.0
98,2 LAPS ,1:52.929,hungary2015,Medium,30.0,0.0
7,7.192 ,1:27.645,hungary2015,Soft,32.0,10.0
11,1 LAP ,1:28.791,hungary2015,Medium,31.0,1.0
19,1 LAP ,1:28.330,hungary2015,Soft,31.0,2.0
13,1 LAP ,1:28.456,hungary2015,Soft,31.0,6.0
6,21.033 ,1:28.499,hungary2015,Medium,32.0,12.0
44,30.824 ,1:26.801,hungary2015,Soft,32.0,13.0
3,38.749 ,1:28.108,hungary2015,Medium,32.0,11.0
77,51.629 ,1:28.927,hungary2015,Soft,32.0,19.0
27,54.883 ,1:29.070,hungary2015,Soft,32.0,17.0
33,63.984 ,1:29.627,hungary2015,Soft,32.0,18.0
26,PIT  ,1:31.945,hungary2015,Medium,32.0,19.0
14,68.391 ,1:29.607,hungary2015,Soft,32.0,17.0
55,70.704 ,1:29.518,hungary2015,Soft,32.0,17.0
22,74.673 ,1:29.759,hungary2015,Soft,32.0,18.0
8,75.994 ,1:29.660,hungary2015,Soft,32.0,18.0
28,1 LAP ,1:31.664,hungary2015,Soft,31.0,5.0
5,0,1:27.769,hungary2015,Soft,33.0,12.0
9,PIT  ,1:33.569,hungary2015,Soft,32.0,16.0
7,7.960 ,1:28.537,hungary2015,Soft,33.0,11.0
98,2 LAPS ,1:33.101,hungary2015,Medium,31.0,1.0
11,1 LAP ,1:29.677,hungary2015,Medium,32.0,2.0
19,1 LAP ,1:29.134,hungary2015,Soft,32.0,3.0
13,1 LAP ,1:28.903,hungary2015,Soft,32.0,7.0
6,21.995 ,1:28.731,hungary2015,Medium,33.0,13.0
12,1 LAP ,1:51.071,hungary2015,Medium,32.0,0.0
44,30.654 ,1:27.599,hungary2015,Soft,33.0,14.0
3,39.424 ,1:28.444,hungary2015,Medium,33.0,12.0
77,53.171 ,1:29.311,hungary2015,Soft,33.0,20.0
27,56.510 ,1:29.396,hungary2015,Soft,33.0,18.0
33,65.473 ,1:29.258,hungary2015,Soft,33.0,19.0
14,70.084 ,1:29.462,hungary2015,Soft,33.0,18.0
55,73.033 ,1:30.098,hungary2015,Soft,33.0,18.0
22,76.720 ,1:29.816,hungary2015,Soft,33.0,19.0
8,PIT  ,1:32.715,hungary2015,Soft,33.0,19.0
26,83.647 ,1:46.638,hungary2015,Soft,33.0,0.0
28,1 LAP ,1:33.170,hungary2015,Soft,32.0,6.0
5,0,1:27.923,hungary2015,Soft,34.0,13.0
7,8.045 ,1:28.008,hungary2015,Soft,34.0,12.0
98,2 LAPS ,1:31.869,hungary2015,Medium,32.0,2.0
11,1 LAP ,1:30.014,hungary2015,Medium,33.0,3.0
19,1 LAP ,1:29.127,hungary2015,Soft,33.0,4.0
13,1 LAP ,1:28.969,hungary2015,Soft,33.0,8.0
6,22.953 ,1:28.881,hungary2015,Medium,34.0,14.0
9,1 LAP ,1:50.136,hungary2015,Medium,33.0,0.0
12,1 LAP ,1:29.722,hungary2015,Medium,33.0,1.0
44,30.706 ,1:27.975,hungary2015,Soft,34.0,15.0
3,39.782 ,1:28.281,hungary2015,Medium,34.0,13.0
77,54.458 ,1:29.210,hungary2015,Soft,34.0,21.0
27,57.792 ,1:29.205,hungary2015,Soft,34.0,19.0
33,66.882 ,1:29.332,hungary2015,Soft,34.0,20.0
14,71.462 ,1:29.301,hungary2015,Soft,34.0,19.0
55,74.877 ,1:29.767,hungary2015,Soft,34.0,19.0
22,PIT  ,1:32.442,hungary2015,Soft,34.0,20.0
26,82.694 ,1:26.970,hungary2015,Soft,34.0,1.0
5,0,1:27.925,hungary2015,Soft,35.0,14.0
28,2 LAPS ,1:32.920,hungary2015,Soft,33.0,7.0
7,8.351 ,1:28.231,hungary2015,Soft,35.0,13.0
98,2 LAPS ,1:32.281,hungary2015,Medium,33.0,3.0
8,1 LAP ,1:54.696,hungary2015,Medium,34.0,0.0
11,1 LAP ,1:30.929,hungary2015,Medium,34.0,4.0
19,1 LAP ,1:30.573,hungary2015,Soft,34.0,5.0
13,1 LAP ,1:30.207,hungary2015,Soft,34.0,9.0
6,23.863 ,1:28.835,hungary2015,Medium,35.0,15.0
9,1 LAP ,1:29.951,hungary2015,Medium,34.0,1.0
12,1 LAP ,1:29.967,hungary2015,Medium,34.0,2.0
44,30.857 ,1:28.076,hungary2015,Soft,35.0,16.0
3,40.444 ,1:28.587,hungary2015,Medium,35.0,14.0
77,55.818 ,1:29.285,hungary2015,Soft,35.0,22.0
27,PIT  ,1:32.095,hungary2015,Soft,35.0,20.0
33,68.527 ,1:29.570,hungary2015,Soft,35.0,21.0
14,PIT  ,1:32.104,hungary2015,Soft,35.0,20.0
55,PIT  ,1:33.448,hungary2015,Soft,35.0,20.0
26,82.005 ,1:27.236,hungary2015,Soft,35.0,2.0
5,0,1:28.055,hungary2015,Soft,36.0,15.0
28,2 LAPS ,1:31.947,hungary2015,Soft,34.0,8.0
7,8.822 ,1:28.526,hungary2015,Soft,36.0,14.0
22,1 LAP ,1:47.242,hungary2015,Medium,35.0,0.0
8,1 LAP ,1:29.526,hungary2015,Medium,35.0,1.0
11,1 LAP ,1:30.113,hungary2015,Medium,35.0,5.0
19,1 LAP ,1:30.121,hungary2015,Soft,35.0,6.0
98,2 LAPS ,1:35.194,hungary2015,Medium,34.0,4.0
6,25.609 ,1:29.801,hungary2015,Medium,36.0,16.0
13,1 LAP ,1:31.793,hungary2015,Soft,35.0,10.0
9,1 LAP ,1:29.986,hungary2015,Medium,35.0,2.0
12,1 LAP ,1:29.652,hungary2015,Medium,35.0,3.0
44,30.662 ,1:27.860,hungary2015,Soft,36.0,17.0
3,40.776 ,1:28.387,hungary2015,Medium,36.0,15.0
77,57.578 ,1:29.815,hungary2015,Soft,36.0,23.0
33,PIT  ,1:32.121,hungary2015,Soft,36.0,22.0
27,80.541 ,1:46.634,hungary2015,Medium,36.0,0.0
26,81.512 ,1:27.562,hungary2015,Soft,36.0,3.0
5,0,1:28.012,hungary2015,Soft,37.0,16.0
14,1 LAP ,1:47.803,hungary2015,Medium,36.0,0.0
7,9.106 ,1:28.296,hungary2015,Soft,37.0,15.0
28,2 LAPS ,1:32.488,hungary2015,Soft,35.0,9.0
55,1 LAP ,1:48.759,hungary2015,Medium,36.0,0.0
22,1 LAP ,1:29.863,hungary2015,Medium,36.0,1.0
8,1 LAP ,1:28.782,hungary2015,Medium,36.0,2.0
11,1 LAP ,1:30.302,hungary2015,Medium,36.0,6.0
6,26.672 ,1:29.075,hungary2015,Medium,37.0,17.0
19,1 LAP ,1:31.479,hungary2015,Soft,36.0,7.0
13,1 LAP ,1:30.103,hungary2015,Soft,36.0,11.0
9,1 LAP ,1:30.496,hungary2015,Medium,36.0,3.0
44,31.999 ,1:29.349,hungary2015,Soft,37.0,18.0
12,1 LAP ,1:32.785,hungary2015,Medium,36.0,4.0
98,2 LAPS ,1:38.483,hungary2015,Medium,35.0,5.0
3,41.193 ,1:28.429,hungary2015,Medium,37.0,16.0
77,PIT  ,1:31.918,hungary2015,Soft,37.0,24.0
27,80.603 ,1:28.074,hungary2015,Medium,37.0,1.0
26,81.056 ,1:27.556,hungary2015,Soft,37.0,4.0
5,0,1:27.802,hungary2015,Soft,38.0,17.0
33,1 LAP ,1:48.742,hungary2015,Medium,37.0,0.0
7,9.702 ,1:28.398,hungary2015,Soft,38.0,16.0
14,1 LAP ,1:30.660,hungary2015,Medium,37.0,1.0
55,1 LAP ,1:28.611,hungary2015,Medium,37.0,1.0
22,1 LAP ,1:29.889,hungary2015,Medium,37.0,2.0
28,2 LAPS ,1:33.233,hungary2015,Soft,36.0,10.0
8,1 LAP ,1:29.056,hungary2015,Medium,37.0,3.0
6,26.753 ,1:27.883,hungary2015,Medium,38.0,18.0
11,1 LAP ,1:30.959,hungary2015,Medium,37.0,7.0
19,1 LAP ,1:29.682,hungary2015,Soft,37.0,8.0
13,1 LAP ,1:29.472,hungary2015,Soft,37.0,12.0
9,1 LAP ,1:29.821,hungary2015,Medium,37.0,4.0
44,32.768 ,1:28.571,hungary2015,Soft,38.0,19.0
12,1 LAP ,1:30.190,hungary2015,Medium,37.0,5.0
98,2 LAPS ,1:32.227,hungary2015,Medium,36.0,6.0
3,42.131 ,1:28.740,hungary2015,Medium,38.0,17.0
77,81.401 ,1:47.719,hungary2015,Medium,38.0,0.0
27,82.422 ,1:29.621,hungary2015,Medium,38.0,2.0
26,83.161 ,1:29.907,hungary2015,Soft,38.0,5.0
5,0,1:28.048,hungary2015,Soft,39.0,18.0
33,1 LAP ,1:28.734,hungary2015,Medium,38.0,1.0
7,10.452 ,1:28.798,hungary2015,Soft,39.0,17.0
14,1 LAP ,1:29.507,hungary2015,Medium,38.0,2.0
55,1 LAP ,1:29.533,hungary2015,Medium,38.0,2.0
22,1 LAP ,1:29.701,hungary2015,Medium,38.0,3.0
28,2 LAPS ,1:31.772,hungary2015,Soft,37.0,11.0
8,1 LAP ,1:29.287,hungary2015,Medium,38.0,4.0
6,26.684 ,1:27.979,hungary2015,Medium,39.0,19.0
11,1 LAP ,1:29.867,hungary2015,Medium,38.0,8.0
19,1 LAP ,1:29.943,hungary2015,Soft,38.0,9.0
13,1 LAP ,1:30.127,hungary2015,Soft,38.0,13.0
44,33.392 ,1:28.672,hungary2015,Soft,39.0,20.0
9,1 LAP ,1:31.483,hungary2015,Medium,38.0,5.0
12,1 LAP ,1:30.641,hungary2015,Medium,38.0,6.0
3,43.576 ,1:29.493,hungary2015,Medium,39.0,18.0
98,2 LAPS ,1:33.710,hungary2015,Medium,37.0,7.0
77,82.458 ,1:29.105,hungary2015,Medium,39.0,1.0
27,83.467 ,1:29.093,hungary2015,Medium,39.0,3.0
26,83.924 ,1:28.811,hungary2015,Soft,39.0,6.0
5,0,1:27.790,hungary2015,Soft,40.0,19.0
33,1 LAP ,1:28.822,hungary2015,Medium,39.0,2.0
7,13.173 ,1:30.511,hungary2015,Soft,40.0,18.0
14,1 LAP ,1:29.947,hungary2015,Medium,39.0,3.0
55,1 LAP ,1:29.453,hungary2015,Medium,39.0,3.0
22,1 LAP ,1:29.676,hungary2015,Medium,39.0,4.0
8,1 LAP ,1:29.391,hungary2015,Medium,39.0,5.0
28,2 LAPS ,1:32.977,hungary2015,Soft,38.0,12.0
6,27.435 ,1:28.541,hungary2015,Medium,40.0,20.0
11,1 LAP ,1:29.825,hungary2015,Medium,39.0,9.0
19,1 LAP ,1:29.817,hungary2015,Soft,39.0,10.0
44,34.680 ,1:29.078,hungary2015,Soft,40.0,21.0
13,1 LAP ,1:31.062,hungary2015,Soft,39.0,14.0
9,1 LAP ,1:29.961,hungary2015,Medium,39.0,6.0
12,1 LAP ,1:29.940,hungary2015,Medium,39.0,7.0
3,44.639 ,1:28.853,hungary2015,Medium,40.0,19.0
98,2 LAPS ,1:32.280,hungary2015,Medium,38.0,8.0
77,83.959 ,1:29.291,hungary2015,Medium,40.0,2.0
27,84.823 ,1:29.146,hungary2015,Medium,40.0,4.0
26,85.170 ,1:29.036,hungary2015,Soft,40.0,7.0
5,0,1:28.098,hungary2015,Soft,41.0,20.0
33,1 LAP ,1:28.777,hungary2015,Medium,40.0,3.0
14,1 LAP ,1:29.589,hungary2015,Medium,40.0,4.0
7,16.986 ,1:31.911,hungary2015,Soft,41.0,19.0
55,1 LAP ,1:29.922,hungary2015,Medium,40.0,4.0
22,1 LAP ,1:37.749,hungary2015,Medium,40.0,5.0
6,PIT  ,1:35.026,hungary2015,Medium,41.0,21.0
8,1 LAP ,1:36.383,hungary2015,Medium,40.0,6.0
28,2 LAPS ,1:38.223,hungary2015,Soft,39.0,13.0
11,PIT  ,1:37.290,hungary2015,Medium,40.0,10.0
19,1 LAP ,1:38.638,hungary2015,Soft,40.0,11.0
44,PIT  ,1:38.980,hungary2015,Soft,41.0,22.0
13,PIT  ,1:38.815,hungary2015,Soft,40.0,15.0
9,PIT  ,1:41.213,hungary2015,Medium,40.0,7.0
12,1 LAP ,1:41.049,hungary2015,Medium,40.0,8.0
3,PIT  ,1:39.537,hungary2015,Medium,41.0,20.0
98,2 LAPS ,1:41.350,hungary2015,Medium,39.0,9.0
77,103.983 ,1:48.122,hungary2015,Medium,41.0,3.0
26,105.794 ,1:48.722,hungary2015,Soft,41.0,8.0
5,PIT  ,1:50.825,hungary2015,Soft,42.0,21.0
33,1 LAP ,1:50.215,hungary2015,Medium,41.0,4.0
14,1 LAP ,1:52.497,hungary2015,Medium,41.0,5.0
7,PIT  ,1:53.428,hungary2015,Soft,42.0,20.0
55,1 LAP ,1:53.334,hungary2015,Medium,41.0,5.0
22,1 LAP ,1:47.745,hungary2015,Medium,41.0,6.0
8,PIT  ,1:51.239,hungary2015,Medium,41.0,7.0
28,PIT  ,1:51.972,hungary2015,Soft,40.0,14.0
19,1 LAP ,1:49.661,hungary2015,Soft,41.0,12.0
6,52.341 ,2:08.803,hungary2015,Medium,42.0,0.0
12,PIT  ,1:50.889,hungary2015,Medium,41.0,9.0
11,1 LAP ,2:08.053,hungary2015,Soft,41.0,0.0
44,63.762 ,2:09.025,hungary2015,Medium,42.0,0.0
98,PIT  ,1:52.578,hungary2015,Medium,40.0,10.0
13,1 LAP ,2:11.122,hungary2015,Soft,41.0,0.0
9,1 LAP ,2:06.780,hungary2015,Soft,41.0,0.0
3,72.873 ,2:07.620,hungary2015,Soft,42.0,0.0
77,104.882 ,1:51.724,hungary2015,Medium,42.0,4.0
26,PIT  ,1:50.930,hungary2015,Soft,42.0,9.0
33,118.060 ,1:50.752,hungary2015,Medium,42.0,5.0
5,0,2:07.289,hungary2015,Medium,43.0,0.0
14,PIT  ,1:52.333,hungary2015,Medium,42.0,6.0
55,1 LAP ,1:52.017,hungary2015,Medium,42.0,6.0
22,1 LAP ,1:51.934,hungary2015,Medium,42.0,7.0
7,22.419 ,2:10.119,hungary2015,Medium,43.0,0.0
19,1 LAP ,1:51.856,hungary2015,Soft,42.0,13.0
8,1 LAP ,2:09.439,hungary2015,Soft,42.0,0.0
6,37.108 ,1:52.056,hungary2015,Medium,43.0,1.0
28,2 LAPS ,2:10.198,hungary2015,Medium,41.0,0.0
11,1 LAP ,1:51.059,hungary2015,Soft,42.0,1.0
44,46.179 ,1:49.706,hungary2015,Medium,43.0,1.0
13,1 LAP ,1:53.206,hungary2015,Soft,42.0,1.0
9,1 LAP ,1:53.783,hungary2015,Soft,42.0,1.0
12,1 LAP ,2:08.078,hungary2015,Soft,42.0,0.0
3,57.580 ,1:51.996,hungary2015,Soft,43.0,1.0
98,2 LAPS ,2:09.214,hungary2015,Medium,41.0,11.0
77,89.236 ,1:51.643,hungary2015,Medium,43.0,5.0
33,97.696 ,1:46.925,hungary2015,Medium,43.0,6.0
26,107.780 ,2:09.170,hungary2015,Soft,43.0,10.0
5,PIT  ,2:28.914,hungary2015,Medium,44.0,1.0
55,PIT  ,2:24.042,hungary2015,Medium,43.0,7.0
22,PIT  ,2:20.596,hungary2015,Medium,43.0,8.0
14,PIT  ,2:31.240,hungary2015,Soft,43.0,0.0
7,PIT  ,2:12.088,hungary2015,Medium,44.0,1.0
19,PIT  ,2:07.878,hungary2015,Soft,43.0,14.0
8,PIT  ,2:00.568,hungary2015,Soft,43.0,1.0
6,PIT  ,2:01.971,hungary2015,Medium,44.0,2.0
