NO,GAP,TIME,LAP,TIRE,TRACK,YEAR,RACE,SAFETY,STINT_LAP
20,54.766,93.838,33,Medium,australia,2016,1,0,16
20,55.547,93.718,34,Medium,australia,2016,1,0,17
20,54.770,93.306,35,Medium,australia,2016,1,0,18
20,55.792,93.004,36,Medium,australia,2016,1,0,19
20,56.826,92.789,37,Medium,australia,2016,1,0,20
20,57.941,92.783,38,Medium,australia,2016,1,0,21
20,58.595,92.791,39,Medium,australia,2016,1,0,22
20,60.188,93.244,40,Medium,australia,2016,1,0,23
20,61.002,93.32,41,Medium,australia,2016,1,0,24
20,62.300,92.765,42,Medium,australia,2016,1,0,25
20,63.945,92.715,43,Medium,australia,2016,1,0,26
20,66.107,93.016,44,Medium,australia,2016,1,0,27
20,67.747,92.452,45,Medium,australia,2016,1,0,28
20,69.129,92.797,46,Medium,australia,2016,1,0,29
20,70.366,92.459,47,Medium,australia,2016,1,0,30
20,71.881,92.815,48,Medium,australia,2016,1,0,31
20,73.093,93.023,49,Medium,australia,2016,1,0,32
20,75.949,93.856,50,Medium,australia,2016,1,0,33
20,78.095,92.849,51,Medium,australia,2016,1,0,34
20,80.301,93.184,52,Medium,australia,2016,1,0,35
20,81.495,93.007,53,Medium,australia,2016,1,0,36
20,82.886,93.57,54,Medium,australia,2016,1,0,37
20,83.778,93.242,55,Medium,australia,2016,1,0,38
20,84.712,92.635,56,Medium,australia,2016,1,0,39
20,85.606,93.343,57,Medium,australia,2016,1,0,40
21,16.403,113.319,1,Soft,australia,2016,1,0,41
21,27.858,103.119,2,Soft,australia,2016,1,0,42
21,28.813,93.122,3,Soft,australia,2016,1,0,43
21,29.797,92.998,4,Soft,australia,2016,1,0,44
21,30.708,93.184,5,Soft,australia,2016,1,0,45
21,31.971,93.467,6,Soft,australia,2016,1,0,46
21,33.651,93.76,7,Soft,australia,2016,1,0,47
21,35.405,94.043,8,Soft,australia,2016,1,0,48
21,38.805,95.978,9,Soft,australia,2016,1,0,49
21,43.002,96.768,10,Soft,australia,2016,1,0,50
21,44.638,94.596,11,Soft,australia,2016,1,0,51
21,46.882,95.258,12,Soft,australia,2016,1,0,52
21,45.535,95.325,13,Soft,australia,2016,1,0,53
21,46.340,94.854,14,Soft,australia,2016,1,0,54
21,46.864,94.7,15,Soft,australia,2016,1,0,55
21,37.278,94.261,16,Soft,australia,2016,1,0,56
22,8.593,105.509,1,Soft,australia,2016,1,0,57
22,12.071,95.142,2,Soft,australia,2016,1,0,58
22,14.837,94.933,3,Soft,australia,2016,1,0,59
22,16.804,93.981,4,Soft,australia,2016,1,0,60
22,19.035,94.504,5,Soft,australia,2016,1,0,61
22,21.132,94.301,6,Soft,australia,2016,1,0,62
22,23.816,94.764,7,Soft,australia,2016,1,0,63
22,26.113,94.586,8,Soft,australia,2016,1,0,64
22,28.146,94.611,9,Soft,australia,2016,1,0,65
22,30.204,94.629,10,Soft,australia,2016,1,0,66
22,31.895,94.651,11,Soft,australia,2016,1,0,67
22,34.098,95.217,12,Soft,australia,2016,1,0,68
22,33.075,95.649,13,Soft,australia,2016,1,0,69
22,35.223,96.197,14,Soft,australia,2016,1,0,70
22,PIT,115.9,15,Soft,australia,2016,1,0,1
22,53.514,100.414,16,Soft,australia,2016,1,0,1
22,74.498,120.407,17,Soft,australia,2016,1,1,2
22,PIT,1223.874,18,Soft,australia,2016,1,0,1
22,8.370,125.076,19,Super,australia,2016,1,0,1
22,11.059,93.213,20,Super,australia,2016,1,0,2
22,14.510,93.825,21,Super,australia,2016,1,0,3
22,18.213,93.91,22,Super,australia,2016,1,0,4
22,22.113,93.851,23,Super,australia,2016,1,0,5
22,26.049,94.121,24,Super,australia,2016,1,0,6
22,29.623,94.293,25,Super,australia,2016,1,0,7
22,32.387,94.528,26,Super,australia,2016,1,0,8
22,35.370,94.437,27,Super,australia,2016,1,0,9
22,39.735,95.872,28,Super,australia,2016,1,0,10
22,43.355,95.429,29,Super,australia,2016,1,0,11
22,PIT,113.55,30,Super,australia,2016,1,0,1
22,70.440,97.766,31,Medium,australia,2016,1,0,1
22,69.898,91.685,32,Medium,australia,2016,1,0,2
22,68.787,91.684,33,Medium,australia,2016,1,0,3
22,67.870,92.02,34,Medium,australia,2016,1,0,4
22,65.894,92.107,35,Medium,australia,2016,1,0,5
22,66.108,92.196,36,Medium,australia,2016,1,0,6
22,66.353,92.0,37,Medium,australia,2016,1,0,7
22,67.030,92.345,38,Medium,australia,2016,1,0,8
22,67.392,92.499,39,Medium,australia,2016,1,0,9
22,69.034,93.293,40,Medium,australia,2016,1,0,10
22,70.115,93.587,41,Medium,australia,2016,1,0,11
22,71.895,93.247,42,Medium,australia,2016,1,0,12
22,73.687,92.862,43,Medium,australia,2016,1,0,13
22,75.995,93.162,44,Medium,australia,2016,1,0,14
22,78.261,93.078,45,Medium,australia,2016,1,0,15
22,79.802,92.956,46,Medium,australia,2016,1,0,16
22,81.516,92.936,47,Medium,australia,2016,1,0,17
22,82.967,92.751,48,Medium,australia,2016,1,0,18
22,83.997,92.841,49,Medium,australia,2016,1,0,19
22,85.948,92.951,50,Medium,australia,2016,1,0,20
22,88.007,92.762,51,Medium,australia,2016,1,0,21
22,90.133,93.104,52,Medium,australia,2016,1,0,22
22,1 LAP,94.49,53,Medium,australia,2016,1,0,23
22,1 LAP,92.715,54,Medium,australia,2016,1,0,24
22,1 LAP,92.719,55,Medium,australia,2016,1,0,25
22,1 LAP,92.088,56,Medium,australia,2016,1,0,26
27,6.518,103.434,1,Soft,australia,2016,1,0,27
27,8.770,93.916,2,Soft,australia,2016,1,0,28
27,10.779,94.176,3,Soft,australia,2016,1,0,29
27,12.893,94.128,4,Soft,australia,2016,1,0,30
27,15.587,94.967,5,Soft,australia,2016,1,0,31
27,17.747,94.364,6,Soft,australia,2016,1,0,32
27,19.112,93.445,7,Soft,australia,2016,1,0,33
27,20.868,94.045,8,Soft,australia,2016,1,0,34
27,22.164,93.874,9,Soft,australia,2016,1,0,35
27,23.448,93.855,10,Soft,australia,2016,1,0,36
27,24.582,94.094,11,Soft,australia,2016,1,0,37
27,25.943,94.375,12,Soft,australia,2016,1,0,38
27,25.389,96.118,13,Soft,australia,2016,1,0,39
27,25.690,94.35,14,Soft,australia,2016,1,0,40
27,26.363,94.849,15,Soft,australia,2016,1,0,41
27,PIT,112.729,16,Soft,australia,2016,1,0,1
27,57.842,122.02,17,Medium,australia,2016,1,1,1
27,PIT,1229.799,18,Medium,australia,2016,1,0,1
27,5.261,132.698,19,Medium,australia,2016,1,0,1
27,9.212,94.475,20,Medium,australia,2016,1,0,2
27,12.352,93.514,21,Medium,australia,2016,1,0,3
27,15.472,93.327,22,Medium,australia,2016,1,0,4
27,19.046,93.525,23,Medium,australia,2016,1,0,5
27,22.392,93.531,24,Medium,australia,2016,1,0,6
27,25.067,93.394,25,Medium,australia,2016,1,0,7
27,26.949,93.646,26,Medium,australia,2016,1,0,8
27,28.937,93.442,27,Medium,australia,2016,1,0,9
27,30.916,93.486,28,Medium,australia,2016,1,0,10
27,32.857,93.75,29,Medium,australia,2016,1,0,11
27,34.171,93.317,30,Medium,australia,2016,1,0,12
27,35.545,93.602,31,Medium,australia,2016,1,0,13
27,36.935,93.617,32,Medium,australia,2016,1,0,14
27,37.351,93.211,33,Medium,australia,2016,1,0,15
27,37.793,93.379,34,Medium,australia,2016,1,0,16
27,37.013,93.303,35,Medium,australia,2016,1,0,17
27,38.200,93.169,36,Medium,australia,2016,1,0,18
27,39.882,93.437,37,Medium,australia,2016,1,0,19
27,41.846,93.632,38,Medium,australia,2016,1,0,20
27,42.772,93.063,39,Medium,australia,2016,1,0,21
27,44.628,93.507,40,Medium,australia,2016,1,0,22
27,45.115,92.993,41,Medium,australia,2016,1,0,23
27,46.723,93.075,42,Medium,australia,2016,1,0,24
27,48.870,93.217,43,Medium,australia,2016,1,0,25
27,51.188,93.172,44,Medium,australia,2016,1,0,26
27,53.552,93.176,45,Medium,australia,2016,1,0,27
27,55.581,93.444,46,Medium,australia,2016,1,0,28
27,57.285,92.926,47,Medium,australia,2016,1,0,29
27,58.932,92.947,48,Medium,australia,2016,1,0,30
27,59.954,92.833,49,Medium,australia,2016,1,0,31
27,61.796,92.842,50,Medium,australia,2016,1,0,32
27,64.155,93.062,51,Medium,australia,2016,1,0,33
27,66.750,93.573,52,Medium,australia,2016,1,0,34
27,68.406,93.469,53,Medium,australia,2016,1,0,35
27,69.829,93.602,54,Medium,australia,2016,1,0,36
27,71.073,93.594,55,Medium,australia,2016,1,0,37
27,72.800,93.428,56,Medium,australia,2016,1,0,38
27,74.199,93.848,57,Medium,australia,2016,1,0,39
30,9.339,106.255,1,Super,australia,2016,1,0,40
30,12.965,95.29,2,Super,australia,2016,1,0,41
30,15.363,94.565,3,Super,australia,2016,1,0,42
30,17.391,94.042,4,Super,australia,2016,1,0,43
30,19.606,94.488,5,Super,australia,2016,1,0,44
30,21.797,94.395,6,Super,australia,2016,1,0,45
30,24.510,94.793,7,Super,australia,2016,1,0,46
30,27.085,94.864,8,Super,australia,2016,1,0,47
30,29.264,94.757,9,Super,australia,2016,1,0,48
30,31.535,94.842,10,Super,australia,2016,1,0,49
30,33.354,94.779,11,Super,australia,2016,1,0,50
30,PIT,117.1,12,Super,australia,2016,1,0,1
30,60.120,99.352,13,Soft,australia,2016,1,0,1
30,59.026,92.955,14,Soft,australia,2016,1,0,2
30,58.088,93.238,15,Soft,australia,2016,1,0,3
30,47.693,93.452,16,Soft,australia,2016,1,0,4
30,67.726,119.456,17,Soft,australia,2016,1,1,5
30,PIT,1223.356,18,Soft,australia,2016,1,0,1
30,6.490,130.486,19,Medium,australia,2016,1,0,1
30,10.488,94.522,20,Medium,australia,2016,1,0,2
30,14.035,93.921,21,Medium,australia,2016,1,0,3
30,17.588,93.76,22,Medium,australia,2016,1,0,4
30,21.186,93.549,23,Medium,australia,2016,1,0,5
30,24.629,93.628,24,Medium,australia,2016,1,0,6
30,27.607,93.697,25,Medium,australia,2016,1,0,7
30,29.480,93.637,26,Medium,australia,2016,1,0,8
30,31.986,93.96,27,Medium,australia,2016,1,0,9
30,33.978,93.499,28,Medium,australia,2016,1,0,10
30,35.695,93.526,29,Medium,australia,2016,1,0,11
30,37.257,93.565,30,Medium,australia,2016,1,0,12
30,38.468,93.439,31,Medium,australia,2016,1,0,13
30,40.699,94.458,32,Medium,australia,2016,1,0,14
30,41.441,93.537,33,Medium,australia,2016,1,0,15
30,42.366,93.862,34,Medium,australia,2016,1,0,16
30,42.305,94.022,35,Medium,australia,2016,1,0,17
30,44.434,94.111,36,Medium,australia,2016,1,0,18
30,46.130,93.451,37,Medium,australia,2016,1,0,19
30,48.410,93.948,38,Medium,australia,2016,1,0,20
30,49.325,93.052,39,Medium,australia,2016,1,0,21
30,51.182,93.508,40,Medium,australia,2016,1,0,22
30,51.961,93.285,41,Medium,australia,2016,1,0,23
30,55.844,95.35,42,Medium,australia,2016,1,0,24
30,58.188,93.414,43,Medium,australia,2016,1,0,25
30,60.968,93.634,44,Medium,australia,2016,1,0,26
30,63.330,93.174,45,Medium,australia,2016,1,0,27
30,65.064,93.149,46,Medium,australia,2016,1,0,28
30,67.111,93.269,47,Medium,australia,2016,1,0,29
30,68.997,93.186,48,Medium,australia,2016,1,0,30
30,70.489,93.303,49,Medium,australia,2016,1,0,31
30,72.692,93.203,50,Medium,australia,2016,1,0,32
30,75.160,93.171,51,Medium,australia,2016,1,0,33
30,77.397,93.215,52,Medium,australia,2016,1,0,34
30,78.824,93.24,53,Medium,australia,2016,1,0,35
30,79.829,93.184,54,Medium,australia,2016,1,0,36
30,80.726,93.247,55,Medium,australia,2016,1,0,37
30,82.156,93.131,56,Medium,australia,2016,1,0,38
30,83.399,93.692,57,Medium,australia,2016,1,0,39
33,3.158,100.074,1,Super,australia,2016,1,0,40
33,3.819,92.325,2,Super,australia,2016,1,0,41
33,4.546,92.894,3,Super,australia,2016,1,0,42
33,5.070,92.538,4,Super,australia,2016,1,0,43
33,5.317,92.52,5,Super,australia,2016,1,0,44
33,6.003,92.89,6,Super,australia,2016,1,0,45
33,7.140,93.217,7,Super,australia,2016,1,0,46
33,8.107,93.256,8,Super,australia,2016,1,0,47
33,9.122,93.593,9,Super,australia,2016,1,0,48
33,10.451,93.9,10,Super,australia,2016,1,0,49
33,11.338,93.847,11,Super,australia,2016,1,0,50
33,13.022,94.698,12,Super,australia,2016,1,0,51
33,PIT,113.474,13,Super,australia,2016,1,0,1
33,35.652,99.877,14,Soft,australia,2016,1,0,1
33,33.255,91.779,15,Soft,australia,2016,1,0,2
33,22.616,93.208,16,Soft,australia,2016,1,0,3
33,30.635,107.442,17,Soft,australia,2016,1,1,4
33,PIT,189.398,18,Soft,australia,2016,1,0,1
33,2.447,1197.492,19,Soft,australia,2016,1,0,1
33,4.699,92.776,20,Soft,australia,2016,1,0,2
33,6.065,91.74,21,Soft,australia,2016,1,0,3
33,7.455,91.597,22,Soft,australia,2016,1,0,4
33,9.189,91.685,23,Soft,australia,2016,1,0,5
33,11.046,92.042,24,Soft,australia,2016,1,0,6
33,12.501,92.174,25,Soft,australia,2016,1,0,7
33,12.917,92.18,26,Soft,australia,2016,1,0,8
33,13.814,92.351,27,Soft,australia,2016,1,0,9
33,14.656,92.349,28,Soft,australia,2016,1,0,10
33,15.229,92.382,29,Soft,australia,2016,1,0,11
33,15.583,92.357,30,Soft,australia,2016,1,0,12
33,16.307,92.952,31,Soft,australia,2016,1,0,13
33,PIT,118.684,32,Soft,australia,2016,1,0,1
33,46.892,96.923,33,Medium,australia,2016,1,0,1
33,46.569,92.614,34,Medium,australia,2016,1,0,2
33,44.828,92.342,35,Medium,australia,2016,1,0,3
33,45.449,92.603,36,Medium,australia,2016,1,0,4
33,47.043,93.349,37,Medium,australia,2016,1,0,5
33,49.275,93.9,38,Medium,australia,2016,1,0,6
33,50.320,93.182,39,Medium,australia,2016,1,0,7
33,52.306,93.637,40,Medium,australia,2016,1,0,8
33,52.943,93.143,41,Medium,australia,2016,1,0,9
33,53.938,92.462,42,Medium,australia,2016,1,0,10
33,54.922,92.054,43,Medium,australia,2016,1,0,11
33,55.584,91.516,44,Medium,australia,2016,1,0,12
33,56.767,91.995,45,Medium,australia,2016,1,0,13
33,57.421,92.069,46,Medium,australia,2016,1,0,14
33,59.201,93.002,47,Medium,australia,2016,1,0,15
33,60.792,92.891,48,Medium,australia,2016,1,0,16
33,61.974,92.993,49,Medium,australia,2016,1,0,17
33,63.791,92.817,50,Medium,australia,2016,1,0,18
33,65.922,92.834,51,Medium,australia,2016,1,0,19
33,73.967,99.023,52,Medium,australia,2016,1,0,20
33,73.849,91.695,53,Medium,australia,2016,1,0,21
33,73.415,91.745,54,Medium,australia,2016,1,0,22
33,73.852,92.787,55,Medium,australia,2016,1,0,23
33,75.895,93.744,56,Medium,australia,2016,1,0,24
33,76.833,93.387,57,Medium,australia,2016,1,0,25
44,4.373,101.289,1,Super,australia,2016,1,0,26
44,6.110,93.401,2,Super,australia,2016,1,0,27
44,7.035,93.092,3,Super,australia,2016,1,0,28
44,7.083,92.062,4,Super,australia,2016,1,0,29
44,6.439,91.629,5,Super,australia,2016,1,0,30
44,6.516,92.281,6,Super,australia,2016,1,0,31
44,7.902,93.466,7,Super,australia,2016,1,0,32
44,8.744,93.131,8,Super,australia,2016,1,0,33
44,9.787,93.621,9,Super,australia,2016,1,0,34
44,11.449,94.233,10,Super,australia,2016,1,0,35
44,12.269,93.78,11,Super,australia,2016,1,0,36
44,13.540,94.285,12,Super,australia,2016,1,0,37
44,12.014,95.146,13,Super,australia,2016,1,0,38
44,11.824,93.859,14,Super,australia,2016,1,0,39
44,11.857,94.209,15,Super,australia,2016,1,0,40
44,PIT,113.739,16,Super,australia,2016,1,0,1
44,38.985,116.659,17,Medium,australia,2016,1,1,1
44,PIT,1243.047,18,Medium,australia,2016,1,0,1
44,3.331,136.377,19,Medium,australia,2016,1,0,1
44,6.188,93.381,20,Medium,australia,2016,1,0,2
44,7.582,91.768,21,Medium,australia,2016,1,0,3
44,9.103,91.728,22,Medium,australia,2016,1,0,4
44,10.936,91.784,23,Medium,australia,2016,1,0,5
44,12.633,91.882,24,Medium,australia,2016,1,0,6
44,14.294,92.38,25,Medium,australia,2016,1,0,7
44,14.669,92.139,26,Medium,australia,2016,1,0,8
44,15.822,92.607,27,Medium,australia,2016,1,0,9
44,16.831,92.516,28,Medium,australia,2016,1,0,10
44,17.481,92.459,29,Medium,australia,2016,1,0,11
44,18.103,92.625,30,Medium,australia,2016,1,0,12
44,19.689,93.814,31,Medium,australia,2016,1,0,13
44,18.866,91.404,32,Medium,australia,2016,1,0,14
44,17.032,90.961,33,Medium,australia,2016,1,0,15
44,15.165,91.07,34,Medium,australia,2016,1,0,16
44,12.476,91.394,35,Medium,australia,2016,1,0,17
44,11.475,90.981,36,Medium,australia,2016,1,0,18
44,10.997,91.277,37,Medium,australia,2016,1,0,19
44,10.914,91.585,38,Medium,australia,2016,1,0,20
44,10.211,91.434,39,Medium,australia,2016,1,0,21
44,10.348,91.788,40,Medium,australia,2016,1,0,22
44,10.261,92.419,41,Medium,australia,2016,1,0,23
44,9.997,91.203,42,Medium,australia,2016,1,0,24
44,9.735,90.808,43,Medium,australia,2016,1,0,25
44,9.937,91.056,44,Medium,australia,2016,1,0,26
44,10.703,91.578,45,Medium,australia,2016,1,0,27
44,10.491,91.203,46,Medium,australia,2016,1,0,28
44,10.321,91.052,47,Medium,australia,2016,1,0,29
44,9.667,90.646,48,Medium,australia,2016,1,0,30
44,8.540,90.684,49,Medium,australia,2016,1,0,31
44,8.453,90.913,50,Medium,australia,2016,1,0,32
44,9.823,92.073,51,Medium,australia,2016,1,0,33
44,9.951,91.106,52,Medium,australia,2016,1,0,34
44,8.995,90.857,53,Medium,australia,2016,1,0,35
44,7.860,91.044,54,Medium,australia,2016,1,0,36
44,6.676,91.166,55,Medium,australia,2016,1,0,37
44,7.161,92.186,56,Medium,australia,2016,1,0,38
44,8.060,93.348,57,Medium,australia,2016,1,0,39
55,5.149,102.065,1,Super,australia,2016,1,0,40
55,7.015,93.53,2,Super,australia,2016,1,0,41
55,7.800,92.952,3,Super,australia,2016,1,0,42
55,9.439,93.653,4,Super,australia,2016,1,0,43
55,10.538,93.372,5,Super,australia,2016,1,0,44
55,11.656,93.322,6,Super,australia,2016,1,0,45
55,13.344,93.768,7,Super,australia,2016,1,0,46
55,PIT,112.689,8,Super,australia,2016,1,0,1
55,39.029,97.863,9,Soft,australia,2016,1,0,1
55,40.702,94.244,10,Soft,australia,2016,1,0,2
55,40.939,93.197,11,Soft,australia,2016,1,0,3
55,40.079,92.154,12,Soft,australia,2016,1,0,4
55,35.692,92.285,13,Soft,australia,2016,1,0,5
55,36.825,95.182,14,Soft,australia,2016,1,0,6
55,35.802,93.153,15,Soft,australia,2016,1,0,7
55,25.047,93.092,16,Soft,australia,2016,1,0,8
55,36.181,110.557,17,Soft,australia,2016,1,1,9
55,PIT,1242.495,18,Soft,australia,2016,1,0,1
55,3.059,139.461,19,Soft,australia,2016,1,0,1
55,5.468,92.933,20,Soft,australia,2016,1,0,2
55,6.819,91.725,21,Soft,australia,2016,1,0,3
55,8.356,91.744,22,Soft,australia,2016,1,0,4
55,10.076,91.671,23,Soft,australia,2016,1,0,5
55,12.009,92.118,24,Soft,australia,2016,1,0,6
55,13.456,92.166,25,Soft,australia,2016,1,0,7
55,14.041,92.349,26,Soft,australia,2016,1,0,8
55,15.204,92.617,27,Soft,australia,2016,1,0,9
55,16.114,92.417,28,Soft,australia,2016,1,0,10
55,16.841,92.536,29,Soft,australia,2016,1,0,11
55,17.532,92.694,30,Soft,australia,2016,1,0,12
55,PIT,113.053,31,Soft,australia,2016,1,0,1
55,43.463,97.333,32,Medium,australia,2016,1,0,1
55,43.377,92.709,33,Medium,australia,2016,1,0,2
55,42.770,92.33,34,Medium,australia,2016,1,0,3
55,42.618,93.931,35,Medium,australia,2016,1,0,4
55,44.809,94.173,36,Medium,australia,2016,1,0,5
55,46.371,93.317,37,Medium,australia,2016,1,0,6
55,48.819,94.116,38,Medium,australia,2016,1,0,7
55,49.712,93.03,39,Medium,australia,2016,1,0,8
55,51.808,93.747,40,Medium,australia,2016,1,0,9
55,52.268,92.966,41,Medium,australia,2016,1,0,10
55,53.079,92.278,42,Medium,australia,2016,1,0,11
55,53.814,91.805,43,Medium,australia,2016,1,0,12
55,54.719,91.759,44,Medium,australia,2016,1,0,13
55,55.720,91.813,45,Medium,australia,2016,1,0,14
55,56.589,92.284,46,Medium,australia,2016,1,0,15
55,58.477,93.11,47,Medium,australia,2016,1,0,16
55,60.249,93.072,48,Medium,australia,2016,1,0,17
55,61.287,92.849,49,Medium,australia,2016,1,0,18
55,63.222,92.935,50,Medium,australia,2016,1,0,19
55,65.257,92.738,51,Medium,australia,2016,1,0,20
55,68.271,93.992,52,Medium,australia,2016,1,0,21
55,69.626,93.168,53,Medium,australia,2016,1,0,22
55,71.029,93.582,54,Medium,australia,2016,1,0,23
55,73.032,94.353,55,Medium,australia,2016,1,0,24
55,74.065,92.734,56,Medium,australia,2016,1,0,25
55,75.680,94.064,57,Medium,australia,2016,1,0,26
77,11.413,108.329,1,Soft,australia,2016,1,0,27
77,15.185,95.436,2,Soft,australia,2016,1,0,28
77,18.332,95.314,3,Soft,australia,2016,1,0,29
77,20.602,94.284,4,Soft,australia,2016,1,0,30
77,22.920,94.591,5,Soft,australia,2016,1,0,31
77,24.154,93.438,6,Soft,australia,2016,1,0,32
77,27.251,95.177,7,Soft,australia,2016,1,0,33
77,30.011,95.049,8,Soft,australia,2016,1,0,34
77,31.360,93.927,9,Soft,australia,2016,1,0,35
77,32.373,93.584,10,Soft,australia,2016,1,0,36
77,33.840,94.427,11,Soft,australia,2016,1,0,37
77,36.834,96.008,12,Soft,australia,2016,1,0,38
77,33.836,93.674,13,Soft,australia,2016,1,0,39
77,37.412,97.625,14,Soft,australia,2016,1,0,40
77,39.685,96.449,15,Soft,australia,2016,1,0,41
77,30.271,94.433,16,Soft,australia,2016,1,0,42
77,PIT,126.484,17,Soft,australia,2016,1,1,1
77,PIT,1231.528,18,Medium,australia,2016,1,0,1
77,5.873,132.091,19,Medium,australia,2016,1,0,1
77,9.675,94.326,20,Medium,australia,2016,1,0,2
77,13.027,93.726,21,Medium,australia,2016,1,0,3
77,16.183,93.363,22,Medium,australia,2016,1,0,4
77,19.501,93.269,23,Medium,australia,2016,1,0,5
77,22.702,93.386,24,Medium,australia,2016,1,0,6
77,25.705,93.722,25,Medium,australia,2016,1,0,7
77,27.337,93.396,26,Medium,australia,2016,1,0,8
77,29.727,93.844,27,Medium,australia,2016,1,0,9
77,31.492,93.272,28,Medium,australia,2016,1,0,10
77,33.370,93.687,29,Medium,australia,2016,1,0,11
77,35.071,93.704,30,Medium,australia,2016,1,0,12
77,36.326,93.483,31,Medium,australia,2016,1,0,13
77,37.608,93.509,32,Medium,australia,2016,1,0,14
77,38.352,93.539,33,Medium,australia,2016,1,0,15
77,38.454,93.039,34,Medium,australia,2016,1,0,16
77,37.636,93.265,35,Medium,australia,2016,1,0,17
77,38.863,93.209,36,Medium,australia,2016,1,0,18
77,40.407,93.299,37,Medium,australia,2016,1,0,19
77,42.274,93.535,38,Medium,australia,2016,1,0,20
77,43.371,93.234,39,Medium,australia,2016,1,0,21
77,45.093,93.373,40,Medium,australia,2016,1,0,22
77,45.803,93.216,41,Medium,australia,2016,1,0,23
77,47.482,93.146,42,Medium,australia,2016,1,0,24
77,49.532,93.12,43,Medium,australia,2016,1,0,25
77,51.716,93.038,44,Medium,australia,2016,1,0,26
77,54.040,93.136,45,Medium,australia,2016,1,0,27
77,55.984,93.359,46,Medium,australia,2016,1,0,28
77,58.054,93.292,47,Medium,australia,2016,1,0,29
77,59.662,92.908,48,Medium,australia,2016,1,0,30
77,60.837,92.986,49,Medium,australia,2016,1,0,31
77,62.817,92.98,50,Medium,australia,2016,1,0,32
77,64.839,92.725,51,Medium,australia,2016,1,0,33
77,67.250,93.389,52,Medium,australia,2016,1,0,34
77,69.147,93.71,53,Medium,australia,2016,1,0,35
77,70.663,93.695,54,Medium,australia,2016,1,0,36
77,72.028,93.715,55,Medium,australia,2016,1,0,37
77,73.716,93.389,56,Medium,australia,2016,1,0,38
77,75.153,93.886,57,Medium,australia,2016,1,0,39
88,13.066,109.982,1,Super,australia,2016,1,0,40
88,17.295,95.893,2,Super,australia,2016,1,0,41
88,20.314,95.186,3,Super,australia,2016,1,0,42
88,23.037,94.737,4,Super,australia,2016,1,0,43
88,25.439,94.675,5,Super,australia,2016,1,0,44
88,28.013,94.778,6,Super,australia,2016,1,0,45
88,31.430,95.497,7,Super,australia,2016,1,0,46
88,34.865,95.724,8,Super,australia,2016,1,0,47
88,38.006,95.719,9,Super,australia,2016,1,0,48
88,44.137,98.702,10,Super,australia,2016,1,0,49
88,47.784,96.607,11,Super,australia,2016,1,0,50
88,PIT,116.553,12,Super,australia,2016,1,0,1
88,75.865,101.214,13,Soft,australia,2016,1,0,1
88,75.677,93.861,14,Soft,australia,2016,1,0,2
88,75.348,93.847,15,Soft,australia,2016,1,0,3
88,65.402,93.901,16,Soft,australia,2016,1,0,4
